movieId|title|year|overview|cover_url|genresAdventure|Animation|Children|Comedy|Fantasy|Romance|Drama|Action|Thriller|Horror|Crime|Mystery|Sci-Fi|Musical|Documentary|War|IMAX|Western|Film-Noir|(no genres listed)
415|Another Stakeout|1993|"Chris and Bill are called upon for their excellent surveillance record to stakeout a lakeside home where a Mafia trial witness is believed to be heading or already hiding. Unlike their earlier _Stakeout_, this time they are accompanied by Gina Garret from the DA's office and her pet rottweiler 'Archie'; their cover, husband and wife with son Bill."|https://m.media-amazon.com/images/M/MV5BNWZmMzIwZTgtYmMyZi00ZWMwLWJjYzYtNGQzNTE1NmVlNjkxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._UX512.jpg|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
417|Barcelona|1994|"During the 1980s, uptight Ted Boynton is a salesman working in the Barcelona office of a Chicago-based company. He receives an unexpected visit from his cousin Fred, a naval officer who has come to Spain on a public relations mission for a U.S. fleet. Not exactly friends in the past, Ted and Fred strike up relationships with women in the Spanish city and experience conflicts -- Ted with his employer, and Fred with the Barcelona community."|https://m.media-amazon.com/images/M/MV5BNWU2YzE2YzctNDg1OS00ZDdhLWI3M2ItYWY1MzExZjlmOGM5XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._UX512.jpg|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
418|Being Human|1993|"One man must learn the meaning of courage across four lifetimes centuries apart."|https://m.media-amazon.com/images/M/MV5BMTc0NjEzMTAyM15BMl5BanBnXkFtZTcwMTQ3NTM0Mw@@._UX512.jpg|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
420|Beverly Hills Cop III|1994|"Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring â and it's run by the same gang that shot Billy's boss."|https://m.media-amazon.com/images/M/MV5BMjNhYWQ2ZDEtOGIzZC00ZDZlLWIxZDgtZjZmODRjMTc3OGZmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._UX512.jpg|0|0|0|1|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0
422|Blink|1994|"Emma is an attractive girl in her 20s who has been blind for 20 years. A new type of eye operation partially restores her sight, but she is having problems: sometimes she doesn't remember what she's seen until later. One night she is awakened by a commotion upstairs. Peering out of her door, she sees a shadowy figure descending the stairs. Convinced that her neighbour has been murdered she approaches the police, only to find that she is unsure if it was just her new eyes playing tricks on her."|https://m.media-amazon.com/images/M/MV5BZDc4ZTA5MjktOTk1MC00OTY4LWE0NjItZDk5YTM0NGNhYTlhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._UX512.jpg|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
424|Blue Chips|1994|"Pete Bell, a college basketball coach is under a lot of pressure. His team aren't winning and he cannot attract new players. The stars of the future are secretly being paid by boosters. This practice is forbidden in the college game, but Pete is desperate and has pressures from all around."|https://m.media-amazon.com/images/M/MV5BYTkxMDI4NjEtODU0MC00NDlkLWFmYzYtYTEzNmUzYjIzY2RiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._UX512.jpg|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
425|Blue Sky|1994|"Hank Marshall is a tough, square-jawed, straitlaced Army engineer and nuclear science expert, assigned to help conduct weapons-testing in 1950's America. Hank has become a thorn in the side of the Army, though, for a couple of very different reasons. He is an outspoken opponent of atmospheric testing, though his superiors hold contrary views and want to squelch his concerns...and his reports. The other problem is his wife, Carly. She is voluptuous and volatile, wreaking havoc in his personal life and stirring up intrigue at each new Army base."|https://m.media-amazon.com/images/M/MV5BNTQ1NTA3MTU5Ml5BMl5BanBnXkFtZTcwMzc3NDcyNA@@._UX512.jpg|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
426|Body Snatchers|1993|"When Environmental Protection Agency inspector Steve Malone travels to a remote military base in order to check for toxic materials, he brings his family along for the ride. After arriving at the base, his teenage daughter Marti befriends Jean Platt, daughter of the base's commander, General Platt. When people at the base begin acting strangely, Marti becomes convinced that they are slowly being replaced by plant-like aliens."|https://m.media-amazon.com/images/M/MV5BYjE3NzIxMzctNzQ1MS00OGQ0LTg5YjAtM2ViODkyYmEyMjllXkEyXkFqcGdeQXVyMjUzOTY1NTc@._UX512.jpg|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0
427|Boxing Helena|1993|"A top surgeon is besotted with a beautiful woman who once ditched him. Unable to come to terms with life without her, he tries to convince her that they need each other. She has other ideas, but an horrific accident leaves her at his mercy. The plot is bizarre and perhaps sick at times, ending abruptly and with a twist."|https://m.media-amazon.com/images/M/MV5BYjdhOWE4MDMtZGM5Zi00Mzc1LTkyNWUtYWQ1ODU4NGEyZDhiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._UX512.jpg|0|0|0|0|0|1|1|0|1|0|0|1|0|0|0|0|0|0|0|0
429|Cabin Boy|1994|"A foul-mouthed finishing school graduate mistakenly winds up on an ill-fated fishing boat, and faces the wrath of a crew that considers him bad luck."|https://m.media-amazon.com/images/M/MV5BZWI5ZmY5MDMtOWJkYy00YjJlLWI1MDctMjMwZDI3NTY4YmJlXkEyXkFqcGdeQXVyMTEwODg2MDY@._UX512.jpg|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
430|Calendar Girl|1993|"Like many adolescent boys, Roy Darpinian had the hots for movie divas, and one in particular was his wet dream as half of America's in the 1950s: Marilyn Monroe. The difference is, one summer holiday he actually decided to enlist his spineless buddies, Scott Foreman and Ned Bleuer, to actually drive all the way to Hollywood and make as many desperate attempts as it takes to meet her or get arrested trying, and no setback or embarrassment (even publicly bare-ass) can stop or distract him. Against all odds, he finally even got a chance to help her..."|https://m.media-amazon.com/images/M/MV5BYzRhZjViZjctNzE4Zi00ZmQyLTk0ZGUtYmViZjdmYzM3ZjEyXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._UX512.jpg|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
431|Carlito's Way|1993|"A Puerto-Rican ex-con, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of NYC."|https://m.media-amazon.com/images/M/MV5BYzBhY2E0OWYtYzRmNC00ZGY3LTllODYtNTExM2FmYTFkMGUwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._UX512.jpg|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0
432|City Slickers II: The Legend of Curly's Gold|1994|"On Mitch Robbins 40th birthday begins quite well until he returns home and finds his brother Glen, the black sheep of the family, in his sofa. Nevertheless he is about to have a wonderful birthday-night with his wife when he discovers a treasure map of Curly by chance. Together with Phil and unfortunately with Glen he tries to find the hidden gold of Curly's father in the desert of Arizona."|https://m.media-amazon.com/images/M/MV5BZjQ3NzM2NjctN2JjMy00M2NmLWJmMGItY2UxYjAzYWFhYmI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._UX512.jpg|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
433|Clean Slate|1994|"Pogue is a private eye with a problem: every morning when he wakes up, he has total amnesia, waking up with a 'blank slate'. Since he is in the middle of a hot investigation and has a developing romance, this is less than convenient."|https://m.media-amazon.com/images/M/MV5BMDA3NGQ3Y2YtMzNlZi00MzIwLWJjNzItNWVlY2JhZmViMTAxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._UX512.jpg|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
434|Cliffhanger|1993|"A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money."|https://m.media-amazon.com/images/M/MV5BNjU5YmFjMjctYThkOS00MTQyLThjZmMtOWIyYzk2ZjU0ODkxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._UX512.jpg|1|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
435|Coneheads|1993|"With enormous cone-shaped heads, robotlike walks and an appetite for toilet paper, aliens Beldar and Prymatt don't exactly blend in with the population of Paramus, N.J. But for some reason, everyone believes them when they say they're from France! As the odd Saturday Night Live characters settle into middle-class life in this feature-length comedy, a neighbor admires their daughter."|https://m.media-amazon.com/images/M/MV5BYTNjNGM5OTktM2Q1Zi00YTFmLWJlYzUtMTMyMzgzNjNlNmQzL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._UX512.jpg|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
436|Color of Night|1994|"When New York psychiatrist Bill Capa visits Los Angeles to take over his murdered colleague's therapy group, he finds himself embroiled in the thick of a mystery when he bumps into Rose and begins a torrid affair."|https://m.media-amazon.com/images/M/MV5BMzU2MGJmMWUtZDU3Zi00NDE1LTliMWQtN2E2ZDVmOTBkZjNmXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._UX512.jpg|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0
440|Dave|1993|"Bill Mitchell is the philandering and distant President of the United States. Dave Kovic is a sweet-natured and caring Temp Agency operator, who by a staggering coincidence looks exactly like the President. As such, when Mitchell wants to escape an official luncheon, the Secret Service hires Dave to stand in for him. Unfortunately, Mitchell suffers a severe stroke whilst having sex with one of his aides, and Dave finds himself stuck in the role indefinitely. The corrupt and manipulative Chief of Staff, Bob Alexander, plans to use Dave to elevate himself to the White House - but unfortunately, he doesn't count on Dave enjoying himself in office, using his luck to make the country a better place, and falling in love with the beautiful First Lady..."|https://m.media-amazon.com/images/M/MV5BY2Y4ZjNhZDctZjA3YS00YjVjLWIzNjktMjdlOTZkYzMyNjYwXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._UX512.jpg|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
441|Dazed and Confused|1993|"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a no drugs pledge."|https://m.media-amazon.com/images/M/MV5BMTM5MDY5MDQyOV5BMl5BanBnXkFtZTgwMzM3NzMxMDE@._UX512.jpg|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
442|Demolition Man|1993|"Simon Phoenix, a violent criminal cryogenically frozen in 1996, has escaped during a parole hearing in 2032 in the utopia of San Angeles. Police are incapable of dealing with his violent ways and turn to his captor, John Spartan, who had also been cryogenically frozen when wrongfully accused of killing 30 innocent people while apprehending Phoenix."|https://m.media-amazon.com/images/M/MV5BMDBmNDhjOTYtZWVlMC00YzUwLWIyZjEtYzFjMWM5OTdiZDJkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._UX512.jpg|1|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
444|Even Cowgirls Get the Blues|1993|"Sissy Hankshaw (Uma Thurman) is born with enormous thumbs that help her hitchhiking through the US from a young age.  She becomes a model in advertising and her NY agent 'the Countess' (John Hurt) sends her to his ranch in CA to shoot a commercial, set against the background of mating whooping cranes.  There, she befriends Bonanza Jellybean (Rain Phoenix), one of the cowgirls at the beauty- ranch."|https://m.media-amazon.com/images/M/MV5BZjE4NTZhNTctN2FhZi00YTIzLWI2MzItYzcxNTBiMWIyMzc5XkEyXkFqcGdeQXVyNTcwNjUwNzk@._UX512.jpg|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
445|Fatal Instinct|1993|"A spoof of the late 80s and early 90s suspense thrillers and murder mysteries, including Basic Instinct, Sleeping With The Enemy, Cape Fear and others. A cop/attorney (yes he's both) is seduced by a woman while his wife is having an affair with a mechanic. Lots of other sublots and visual gags in the style of Naked Gun."|https://m.media-amazon.com/images/M/MV5BYTM0MzRjMzgtNjcwMy00NWE5LThmMjEtZTNjNTlkMTcxZjQ4XkEyXkFqcGdeQXVyMTUzMDUzNTI3._UX512.jpg|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
449|Fear of a Black Hat|1994|"Chronicling the controversial career of bad boys N.W.H. (Niggaz With Hats), this uproarious 'mockumentary' lampoons all of hardcore rap's hot-button issues. This underground laugh riot recounts the rise, fall and resurrection of a clueless bunch of would-be rappers, Ice Cold, Tone-Def &amp; Tasty Taste performing as N.W.H."|https://m.media-amazon.com/images/M/MV5BM2I0MmRiMmUtNThjZS00NGFiLWFmMjItYjRjNTRjN2FmZDVlXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._UX512.jpg|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
450|With Honors|1994|"Convinced he'll graduate with honors because of his thesis paper, a stuffy Harvard student finds his paper being held hostage by a homeless man, who might be the guy to school the young man in life."|https://m.media-amazon.com/images/M/MV5BMmY3NjE0N2EtZWJiMS00ZTM4LWFkOTMtZTJmMTIyZjc2YmU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._UX512.jpg|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
451|Flesh and Bone|1993|"Some thirty years after Arlis witnesses his father murdering a family, he runs into Kay, who happens to be the family's baby who was spared. Kay and Arlis suspect nothing about each other, but when his father returns, old wounds are reopened."|https://m.media-amazon.com/images/M/MV5BMzEzNTA3N2MtNzEyNC00ZDA3LTkwNGMtYWEyODRlNjZhZDQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._UX512.jpg|0|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0
452|Widows' Peak|1994|"Scandal and mystery reign following the arrival of Edwina in a small Irish town populated entirely by widows. Edwina quickly falls out with the locals while also falling in with the son of the community's leader"|https://m.media-amazon.com/images/M/MV5BOWZhODdjYmEtZGRkMC00OWJhLTk5NGYtMDEwYmY5ZDQ0NWJkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._UX512.jpg|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
455|Free Willy|1993|"When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them."|https://m.media-amazon.com/images/M/MV5BMjZmZjM1NWEtYTllYy00NmIyLWEzN2EtZmQ5Yjk1ODAyZmE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._UX512.jpg|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
458|Geronimo: An American Legend|1993|"The Apache Indians have reluctantly agreed to settle on a US Government approved reservation. Not all the Apaches are able to adapt to the life of corn farmers. One in particular, Geronimo, is restless. Pushed over the edge by broken promises and necessary actions by the government, Geronimo and thirty or so other warriors form an attack team which humiliates the government by evading capture, whi"|https://m.media-amazon.com/images/M/MV5BNDRhZTYyYTEtMjA4My00MmI1LThkNTMtMjBkYmQ3ZDgwM2I1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._UX512.jpg|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0
460|Getting Even with Dad|1994|"Ray, an ex-con and widower, is planning a coin heist with two accomplices to help him to buy his own bakery. However, he doesn't expect his son Timmy, who was living with Ray's sister, to show up at the house right in the middle of planning. Timmy is ignored and Ray and his buddies pull off the heist. Timmy gets his father's attention by stealing the coins and hiding them. To get them back, his father must take him to a number of different places and treat him like he enjoys his presence. They grow fond of each other but Timmy won't stay with his dad unless he gives up the coins."|https://m.media-amazon.com/images/M/MV5BM2QzZjAxNjUtYTRlNC00ZWZjLTg4NTctMzM0MmI4YmIyOWExXkEyXkFqcGdeQXVyMTUzMDUzNTI3._UX512.jpg|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
461|Go Fish|1994|"Max is a trendy, pretty, young lesbian, who is having trouble finding love. A friend sets her up with Ely, whom Max likes, but Ely is frumpy, homely, and older. Nor do they have much in common. Can Max learn to look past the packaging?"|https://m.media-amazon.com/images/M/MV5BZjYyZTAyMjctOWNjMy00OGYyLWIwNTEtOTYwYzQ1N2Q0OGZmXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._UX512.jpg|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
464|Hard Target|1993|"When a woman's father goes missing, she enlist a local to aid in her search.  The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation."|https://m.media-amazon.com/images/M/MV5BMjc5YmU3MjUtNmRhYy00MjQ5LWI1ZTMtOGQzYTE1N2I4ZTEzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._UX512.jpg|1|0|0|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0
466|Hot Shots! Part Deux|1993|"Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team who... who went in to rescue hostages left behind after Desert Storm."|https://m.media-amazon.com/images/M/MV5BZjU2ODlmZWMtODEwZS00NTQ0LTk1ZDYtYzk0ZjE3ZGZhMGM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._UX512.jpg|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
467|Live Nude Girls|1995|"A group of old friends at a Hens Night discuss their issues, uncertainties, fears and fantasies."|https://m.media-amazon.com/images/M/MV5BYzM3MWJmMDktNjlhNy00NjBmLWFlNDctZGJlYThmYmRjOTk3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._UX512.jpg|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
470|House Party 3|1994|"Hip Hop duo Kid &amp; Play return in the second follow-up to their 1990 screen debut House Party. Kid (Christopher Kid Reid) is taking the plunge and marrying his girlfriend Veda (Angela Means), while his friend Play (Christopher Martin) is dipping his toes into the music business, managing a roughneck female rap act called Sex as a Weapon. Play books the ladies for a concert with heavy-hitting pr"|https://m.media-amazon.com/images/M/MV5BNjIwMTNlZTEtMDk3Yy00NmE2LThjYjYtMmQ3OGI3YTBkOWIyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._UX512.jpg|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
472|I'll Do Anything|1994|"Matt Hobbs is a talented but unsuccessful actor. When estranged (and strange) ex-wife Beth dumps their daughter Jeannie on Matt, father and daughter have a lot of adjusting to do. His budding relationship with attractive production assistant Cathy Breslow is made complicated, while the precocious child is overly accustomed to getting her own way. Matt eventually faces the choice of family vs career in a particularly difficult way."|https://m.media-amazon.com/images/M/MV5BZjY1Y2IwZjEtMzA0Yy00MzAwLThkNjMtODM0YTNiN2QzYmJiXkEyXkFqcGdeQXVyMTUzMDUzNTI3._UX512.jpg|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
473|In the Army Now|1994|"Bones Conway and Jack Kaufman didn't really know what they were in for when they enlisted in the U.S. Army; they just wanted to get a job and make some money. But these new recruits are so hapless, they run the risk of getting kicked out before their military careers even begin. Soon, though, they're sent to the Middle East to fight for their country -- which they manage to do in their own wacky ways."|https://m.media-amazon.com/images/M/MV5BOWU5MDMzODQtMmM0ZS00MjU5LWExMzMtZjBlOTczY2NjNTMzXkEyXkFqcGdeQXVyMjY3MjUzNDk@._UX512.jpg|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
474|In the Line of Fire|1993|"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself Booth threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past."|https://m.media-amazon.com/images/M/MV5BMjdhYjRlMTgtNTMzOS00OTZlLWIxMjAtNjM4NGY0NGQxODM3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._UX512.jpg|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
475|In the Name of the Father|1993|"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence."|https://m.media-amazon.com/images/M/MV5BMmYyOTgwYWItYmU3Ny00M2E2LTk0NWMtMDVlNmQ0MWZiMTMxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._UX512.jpg|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
478|Jimmy Hollywood|1994|"Jimmy Alto is an actor wannabe who stumbles into the role of a lifetime. He becomes a vigilante crime-fighter, aided by his sidekick William, who has suffered a head wound and has problems with short-term memory. Jimmy's vigilante alter ego soon becomes a media wonder--but Jimmy remains a total unknown and his long-suffering girl friend Lorraine is getting fed up with the whole situation."|https://m.media-amazon.com/images/M/MV5BMzMwNzNjZjctNWQwZS00YmM1LTgyMmMtZjI1YzFhNzBhMzY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._UX512.jpg|0|0|0|1|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0
479|Judgment Night|1993|"While racing to a boxing match, Frank, Mike, John and Rey get more than they bargained for. A wrong turn lands them directly in the path of Fallon, a vicious, wise-cracking drug lord. After accidentally witnessing Fallon murder a disloyal henchman, the four become his unwilling prey in a savage game of cat &amp; mouse as they are mercilessly stalked through the urban jungle in this taut suspense drama"|https://m.media-amazon.com/images/M/MV5BMmYzNDBhMTItZGJjMy00MjE1LTk2YmQtZGY2ZmQ0NDYzOTM1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._UX512.jpg|0|0|0|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0
480|Jurassic Park|1993|"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape."|https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._UX512.jpg|1|0|0|0|0|0|0|1|1|0|0|0|1|0|0|0|0|0|0|0
481|Kalifornia|1993|"A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself."|https://m.media-amazon.com/images/M/MV5BNDE2ODZhYzUtMTBhYi00ODgxLWJlNTAtODljN2Q2NDhjZmVhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._UX512.jpg|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0
482|Killing Zoe|1994|"Zed (Eric Stoltz) is an American vault-cracker who travels to Paris to meet up with his old friend Eric (Jean-Hugues Anglade). Eric and his gang have planned to raid the only bank in the city which is open on Bastille day. After offering his services, Zed soon finds himself trapped in a situation beyond his control when heroin abuse, poor planning and a call-girl named Zoe all conspire to turn the robbery into a very bloody siege."|https://m.media-amazon.com/images/M/MV5BNmM1NzIzMjYtYjEzMi00NTI0LWFiNGMtMjAxY2Y3MzE2YjNhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._UX512.jpg|0|0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0
485|Last Action Hero|1993|"Danny is obsessed with a fictional movie character action hero Jack Slater. When a magical ticket transports him into Jack's latest adventure, Danny finds himself in a world where movie magic and reality collide. Now it's up to Danny to save the life of his hero and new friend."|https://m.media-amazon.com/images/M/MV5BNjdhOGY1OTktYWJkZC00OGY5LWJhY2QtZmQzZDA2MzY5MmNmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._UX512.jpg|1|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
487|Lightning Jack|1994|"Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how to rob banks, while they plan Jack's last heist."|https://m.media-amazon.com/images/M/MV5BODFhZGQyOTUtNGNlNS00NjJkLTk1OWQtODZkYmMzOGI2ZWIwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._UX512.jpg|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
488|M. Butterfly|1993|"In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling - but Song is not at all who Gallimard thinks."|https://m.media-amazon.com/images/M/MV5BODhhMGEwOGEtNDJjMi00OWQ1LThlZjItNTk3Y2IzZThlNjdkXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._UX512.jpg|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
489|Made in America|1993|"A young black woman discovers that her father was a sperm donor, and if that weren't bad enough, he's white."|https://m.media-amazon.com/images/M/MV5BYjhmYzdlMmQtOWVlOC00NDI0LWFiN2YtMGE0ZTc1ZDJhOGMzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._UX512.jpg|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
490|Malice|1993|"A tale about a happily married couple who would like to have children. Tracy teaches infants, Andy's a college professor. Things are never the same after she is taken to hospital and operated upon by Jed, a know all doctor."|https://m.media-amazon.com/images/M/MV5BZGUyZGZiMjktN2ViNS00MTkyLTgzMGQtNmE2YmFiNzFlMjllXkEyXkFqcGdeQXVyMTUzMDUzNTI3._UX512.jpg|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
492|Manhattan Murder Mystery|1993|"A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead."|https://m.media-amazon.com/images/M/MV5BMWM5MGZiZDAtMWE0Ny00MjY3LWJlOWItNjY4MmI4NDAyM2NhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._UX512.jpg|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
493|Menace II Society|1993|"Menace II Society is a coming of age tale detailing the summer after its protagonist Caine (Tyrin Turner) graduates from high school. This is Caine's story, which details real life in today's tough inner city."|https://m.media-amazon.com/images/M/MV5BNGE3MGI0MzItNjJjNC00ZTUzLTlmZTctOGUyMDllMWM2OTcxXkEyXkFqcGdeQXVyMjQ1MjYzOTQ@._UX512.jpg|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0
494|Executive Decision|1996|"Terrorists hijack a 747 inbound to Washington D.C., demanding the the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers."|https://m.media-amazon.com/images/M/MV5BOTFiYzg1ZGUtNTZiOC00MWNmLWFiMmItZGNkOGU2NzE0MTJhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._UX512.jpg|1|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
496|What Happened Was...|1994|"Jackie and Michael are coworkers at a large law firm, who decide to meet at Jackie's for dinner one night."|https://m.media-amazon.com/images/M/MV5BZDJiMGI5OGYtZGM0YS00Y2E0LWJlMDAtODIzNzRjNDk5NTBkXkEyXkFqcGdeQXVyMjQ0NzcxNjM@._UX512.jpg|0|0|0|1|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0
